time;SSE;E;S;W;SSW;EW
20210709:1910;6.73;6.73;6.73;26.12;6.92;16.425
20210709:2010;0;0;0;0;0;0
20210709:2110;0;0;0;0;0;0
20210709:2210;0;0;0;0;0;0
20210709:2310;0;0;0;0;0;0
20210710:0010;0;0;0;0;0;0
20210710:0110;0;0;0;0;0;0
20210710:0210;0;0;0;0;0;0
20210710:0310;0;0;0;0;0;0
20210710:0410;0;0;0;0;0;0
20210710:0510;10.2;10.2;9.28;9.28;9.28;9.74
20210710:0610;51.95;51.95;51.95;48.31;48.31;50.13
20210710:0710;126.15;127.36;125.2;115.82;124.19;121.59
20210710:0810;261.32;270.86;250.05;212.89;236.97;241.875
20210710:0910;491.25;496.96;457.27;296.19;411.65;396.575
20210710:1010;478.92;458.81;465.53;367.55;442.49;413.18
20210710:1110;450.51;418.86;449.58;394.71;440.79;406.785
20210710:1210;483.48;422.17;494.48;450.99;494.94;436.58
20210710:1310;184.7;184.7;184.7;184.7;184.7;184.7
20210710:1410;351.36;293.95;374.35;393.4;391.55;343.675
20210710:1510;265.04;222.83;287.28;321.58;306.23;272.205
20210710:1610;22.04;20.31;22.04;22.04;22.04;21.175
20210710:1710;75.38;70.43;75.9;77.78;76.64;74.105
20210710:1810;8.45;8.45;8.45;9.3;9.3;8.875
20210710:1910;0;0;0;0;0;0
20210710:2010;0;0;0;0;0;0
20210710:2110;0;0;0;0;0;0
20210710:2210;0;0;0;0;0;0
20210710:2310;0;0;0;0;0;0
20210711:0010;0;0;0;0;0;0
20210711:0110;0;0;0;0;0;0
20210711:0210;0;0;0;0;0;0
20210711:0310;0;0;0;0;0;0
20210711:0410;5.24;27.82;5.24;5.24;5.24;16.53
20210711:0510;29.29;29.29;27.08;27.08;27.08;28.185
20210711:0610;141.96;176.46;120.07;103.6;103.6;140.03
20210711:0710;273.76;321.3;235.24;166.31;194.18;243.805
20210711:0810;486.84;542.09;419.12;179.17;337.34;360.63
20210711:0910;568.06;575.73;521.03;292.95;457.25;434.34
20210711:1010;452.53;435.9;441.5;361.69;422.58;398.795
20210711:1110;122.59;122.59;122.59;122.59;122.59;122.59
20210711:1210;137.21;137.21;137.21;137.21;137.21;137.21
20210711:1310;605.97;412.41;660.19;637.9;689.92;525.155
20210711:1410;399.7;301.49;438.15;469.35;466.57;385.42
20210711:1510;348.76;156.63;442.7;576.27;518.28;366.45
20210711:1610;198.13;160.69;252.9;363.01;303.13;261.85
20210711:1710;71.92;88.72;149.17;403.45;253.61;246.085
20210711:1810;42.91;42.91;42.91;62.72;50.12;52.815
20210711:1910;7.23;7.23;7.23;27.53;7.41;17.38
20210711:2010;0;0;0;0;0;0
20210711:2110;0;0;0;0;0;0
20210711:2210;0;0;0;0;0;0
20210711:2310;0;0;0;0;0;0
20210712:0010;0;0;0;0;0;0
20210712:0110;0;0;0;0;0;0
20210712:0210;0;0;0;0;0;0
20210712:0310;0;0;0;0;0;0
20210712:0410;3.63;10.66;3.63;3.63;3.63;7.145
20210712:0510;106.16;345.05;35.31;35.31;35.31;190.18
20210712:0610;293.33;513.78;138.63;59.09;59.09;286.435
20210712:0710;472.69;633.08;331.48;75.16;170.96;354.12
20210712:0810;344.45;369.03;314.95;215.46;280.26;292.245
20210712:0910;171.31;171.34;171.13;170.34;170.9;170.84
20210712:1010;534.23;506.38;515.88;379.45;484.11;442.915
20210712:1110;270.4;267.34;270.31;265.04;269.45;266.19
20210712:1210;190.47;190.47;190.47;190.47;190.47;190.47
20210712:1310;158.38;158.38;158.38;158.38;158.38;158.38
20210712:1410;200.46;198.24;201.37;202.11;202.05;200.175
20210712:1510;79.31;79.31;79.31;79.31;79.31;79.31
20210712:1610;104.67;97.9;104.67;104.67;104.67;101.285
20210712:1710;13.06;11.94;13.06;13.06;13.06;12.5
20210712:1810;37.36;37.36;37.36;46.72;41.82;42.04
20210712:1910;0;0;0;0;0;0
20210712:2010;0;0;0;0;0;0
20210712:2110;0;0;0;0;0;0
20210712:2210;0;0;0;0;0;0
20210712:2310;0;0;0;0;0;0
20210713:0010;0;0;0;0;0;0
20210713:0110;0;0;0;0;0;0
20210713:0210;0;0;0;0;0;0
20210713:0310;0;0;0;0;0;0
20210713:0410;0;0;0;0;0;0
20210713:0510;26.1;26.1;24.11;24.11;24.11;25.105
20210713:0610;21.7;21.7;21.7;20;20;20.85
20210713:0710;46.68;46.68;46.68;43.36;46.68;45.02
20210713:0810;77.65;77.65;77.65;77.65;77.65;77.65
20210713:0910;79.32;79.32;79.32;79.32;79.32;79.32
20210713:1010;63.93;63.93;63.93;63.93;63.93;63.93
20210713:1110;119.39;119.39;119.39;119.39;119.39;119.39
20210713:1210;78.78;78.78;78.78;78.78;78.78;78.78
20210713:1310;61.17;61.17;61.17;61.17;61.17;61.17
20210713:1410;71.42;71.42;71.42;71.42;71.42;71.42
20210713:1510;80.14;80.14;80.14;80.14;80.14;80.14
20210713:1610;29.55;27.33;29.55;29.55;29.55;28.44
20210713:1710;47.75;44.37;47.75;47.75;47.75;46.06
20210713:1810;4.09;4.09;4.09;4.59;4.59;4.34
20210713:1910;0.87;0.87;0.87;1.08;1.08;0.975
20210713:2010;0;0;0;0;0;0
20210713:2110;0;0;0;0;0;0
20210713:2210;0;0;0;0;0;0
20210713:2310;0;0;0;0;0;0
20210714:0010;0;0;0;0;0;0
20210714:0110;0;0;0;0;0;0
20210714:0210;0;0;0;0;0;0
20210714:0310;0;0;0;0;0;0
20210714:0410;0;0;0;0;0;0
20210714:0510;3.03;3.03;2.65;2.65;2.65;2.84
20210714:0610;21.08;21.08;21.08;19.41;19.41;20.245
20210714:0710;38.91;38.91;38.91;36.08;38.91;37.495
20210714:0810;30.56;30.56;30.56;30.56;30.56;30.56
20210714:0910;80.21;80.21;80.21;80.21;80.21;80.21
20210714:1010;80.22;80.22;80.22;80.22;80.22;80.22
20210714:1110;61.75;61.75;61.75;61.75;61.75;61.75
20210714:1210;68.14;68.14;68.14;68.14;68.14;68.14
20210714:1310;52.06;52.06;52.06;52.06;52.06;52.06
20210714:1410;51.2;51.2;51.2;51.2;51.2;51.2
20210714:1510;43.37;43.37;43.37;43.37;43.37;43.37
20210714:1610;36.46;33.79;36.46;36.46;36.46;35.125
20210714:1710;11.99;10.95;11.99;11.99;11.99;11.47
20210714:1810;17.32;17.32;17.32;18.83;18.83;18.075
20210714:1910;0;0;0;0;0;0
20210714:2010;0;0;0;0;0;0
20210714:2110;0;0;0;0;0;0
20210714:2210;0;0;0;0;0;0
20210714:2310;0;0;0;0;0;0
20210715:0010;0;0;0;0;0;0
20210715:0110;0;0;0;0;0;0
20210715:0210;0;0;0;0;0;0
20210715:0310;0;0;0;0;0;0
20210715:0410;0;0;0;0;0;0
20210715:0510;3.01;3.01;2.63;2.63;2.63;2.82
20210715:0610;10.69;10.69;10.69;9.74;9.74;10.215
20210715:0710;21;21;21;19.34;21;20.17
20210715:0810;30.54;30.54;30.54;30.54;30.54;30.54
20210715:0910;89.19;89.19;89.19;89.19;89.19;89.19
20210715:1010;103.52;103.52;103.52;103.52;103.52;103.52
20210715:1110;65.23;65.23;65.23;65.23;65.23;65.23
20210715:1210;80.11;80.11;80.11;80.11;80.11;80.11
20210715:1310;64.93;64.93;64.93;64.93;64.93;64.93
20210715:1410;77.7;77.7;77.7;77.7;77.7;77.7
20210715:1510;57.04;57.04;57.04;57.04;57.04;57.04
20210715:1610;51.47;47.84;51.47;51.47;51.47;49.655
20210715:1710;35.43;32.82;35.43;35.43;35.43;34.125
20210715:1810;48.74;48.74;48.74;121.03;68.58;84.885
20210715:1910;6.28;6.28;6.28;28.62;6.41;17.45
20210715:2010;0;0;0;0;0;0
20210715:2110;0;0;0;0;0;0
20210715:2210;0;0;0;0;0;0
20210715:2310;0;0;0;0;0;0
20210716:0010;0;0;0;0;0;0
20210716:0110;0;0;0;0;0;0
20210716:0210;0;0;0;0;0;0
20210716:0310;0;0;0;0;0;0
20210716:0410;0;0;0;0;0;0
20210716:0510;3.05;3.05;2.67;2.67;2.67;2.86
20210716:0610;22.61;22.61;22.61;20.84;20.84;21.725
20210716:0710;38.37;38.37;38.37;35.58;38.37;36.975
20210716:0810;95.96;95.96;95.96;95.96;95.96;95.96
20210716:0910;141.47;141.47;141.47;141.47;141.47;141.47
20210716:1010;149.87;149.87;149.87;149.87;149.87;149.87
20210716:1110;112.85;112.85;112.85;112.85;112.85;112.85
20210716:1210;141.1;141.1;141.1;141.1;141.1;141.1
20210716:1310;128.67;128.67;128.67;128.67;128.67;128.67
20210716:1410;135.93;135.93;135.93;135.93;135.93;135.93
20210716:1510;161.16;159.84;161.86;162.92;162.45;161.38
20210716:1610;159.36;145.12;168.31;186.82;176.69;165.97
20210716:1710;98.3;94;105.83;132.34;116.28;113.17
20210716:1810;48.49;48.49;48.49;106.28;64.92;77.385
20210716:1910;2.62;2.62;2.62;3;3;2.81
20210716:2010;0;0;0;0;0;0
20210716:2110;0;0;0;0;0;0
20210716:2210;0;0;0;0;0;0
20210716:2310;0;0;0;0;0;0
20210717:0010;0;0;0;0;0;0
20210717:0110;0;0;0;0;0;0
20210717:0210;0;0;0;0;0;0
20210717:0310;0;0;0;0;0;0
20210717:0410;0;0;0;0;0;0
20210717:0510;12.12;12.12;11.07;11.07;11.07;11.595
20210717:0610;69.34;70.59;68.54;63.53;63.53;67.06
20210717:0710;209.09;231.18;191.15;154.37;172.16;192.775
20210717:0810;296.31;311.31;277.99;216.82;256.54;264.065
20210717:0910;439.88;443.24;414.22;294.33;379.95;368.785
20210717:1010;572.75;538.8;551.19;388.4;513.55;463.6
20210717:1110;791.77;657.48;787.95;547.6;751.67;602.54
20210717:1210;752.4;555.26;785.13;645.89;785.56;600.575
20210717:1310;677.16;420.38;747.31;713.21;784.93;566.795
20210717:1410;548.28;251.25;654.34;731.82;728.93;491.535
20210717:1510;385.51;79.21;531.52;728.95;646.03;404.08
20210717:1610;180.4;69.86;343.59;641.51;485.37;355.685
20210717:1710;35.01;54.68;148.17;529.31;307.29;291.995
20210717:1810;41.25;41.25;41.25;286.38;102.7;163.815
20210717:1910;5.57;5.57;5.57;28.59;5.66;17.08
20210717:2010;0;0;0;0;0;0
20210717:2110;0;0;0;0;0;0
20210717:2210;0;0;0;0;0;0
20210717:2310;0;0;0;0;0;0
20210718:0010;0;0;0;0;0;0
20210718:0110;0;0;0;0;0;0
20210718:0210;0;0;0;0;0;0
20210718:0310;0;0;0;0;0;0
20210718:0410;0.92;1.14;0.92;0.92;0.92;1.03
20210718:0510;90.1;262.45;40.89;40.89;40.89;151.67
20210718:0610;229.83;368.67;136.66;91.59;91.59;230.13
20210718:0710;466.26;621.67;327.2;80.06;168.41;350.865
20210718:0810;620.1;704.83;508.46;78.26;366.45;391.545
20210718:0910;719.32;728.44;643.47;236.49;536.04;482.465
20210718:1010;792.76;727.35;751.9;410.02;678.02;568.685
20210718:1110;791.22;657.35;787.46;546.99;751.48;602.17
20210718:1210;743.45;549.88;775.34;638.52;775.64;594.2
20210718:1310;644.28;411.89;708.25;676.29;742.55;544.09
20210718:1410;474.36;284.45;545.53;598.28;596.8;441.365
20210718:1510;368.69;110.74;493.84;666.49;593.69;388.615
20210718:1610;190.9;114.43;314.1;547.03;423.55;330.73
20210718:1710;61.65;79.8;146.88;433.92;264.69;256.86
20210718:1810;36.8;36.8;36.8;322.85;108.59;179.825
20210718:1910;4.49;4.49;4.49;35.92;4.49;20.205
20210718:2010;0;0;0;0;0;0
20210718:2110;0;0;0;0;0;0
20210718:2210;0;0;0;0;0;0
20210718:2310;0;0;0;0;0;0
20210719:0010;0;0;0;0;0;0
20210719:0110;0;0;0;0;0;0
20210719:0210;0;0;0;0;0;0
20210719:0310;0;0;0;0;0;0
20210719:0410;0;0;0;0;0;0
20210719:0510;72.02;167.48;43.78;43.78;43.78;105.63
20210719:0610;275.08;476.03;134;66.17;66.17;271.1
20210719:0710;439.88;581.36;314.34;96.62;172.2;338.99
20210719:0810;583.98;661.2;482.83;101.35;355.81;381.275
20210719:0910;650.54;657.83;586.58;257.22;497.53;457.525
20210719:1010;743;682.88;705.75;399.78;638.74;541.33
20210719:1110;771;641.25;767.38;535.26;732.47;588.255
20210719:1210;721.23;538.16;751.62;621.11;751.8;579.635
20210719:1310;602.4;407.44;656.94;628.92;686.29;518.18
20210719:1410;541.65;252.09;644.35;717.55;716.23;484.82
20210719:1510;372.31;102.12;501.73;677.24;603.91;389.68
20210719:1610;194.19;124.95;306.62;519.18;406.58;322.065
20210719:1710;102.35;101.89;122.62;193.16;150.66;147.525
20210719:1810;45.16;45.16;45.16;238.65;93.97;141.905
20210719:1910;3.06;3.06;3.06;10.31;3.06;6.685
20210719:2010;0;0;0;0;0;0
20210719:2110;0;0;0;0;0;0
20210719:2210;0;0;0;0;0;0
20210719:2310;0;0;0;0;0;0
20210720:0010;0;0;0;0;0;0
20210720:0110;0;0;0;0;0;0
20210720:0210;0;0;0;0;0;0
20210720:0310;0;0;0;0;0;0
20210720:0410;0.54;0.72;0.54;0.54;0.54;0.63
20210720:0510;70.73;161.36;43.88;43.88;43.88;102.62
20210720:0610;255.82;429.97;134.88;77.63;77.63;253.8
20210720:0710;456.55;604.75;322.5;85.46;168.64;345.105
20210720:0810;608.63;689.66;500.43;81.4;362.37;385.53
20210720:0910;714.53;722.38;639.88;235.9;533.72;479.14
20210720:1010;767.26;703.59;728.26;403.19;657.69;553.39
20210720:1110;786.4;652.78;782.73;543.52;746.9;598.15
20210720:1210;751.42;554.45;783.59;643.72;783.67;599.085
20210720:1310;674.36;419.32;742.7;706.86;778.81;563.09
20210720:1410;554.96;249.8;661.04;735.05;734.48;492.425
20210720:1510;385.84;81.81;528.65;717.41;639.53;399.61
20210720:1610;183.09;77.39;342.64;628.83;480.08;353.11
20210720:1710;43.81;64.22;149.2;500.47;296.25;282.345
20210720:1810;39.65;39.65;39.65;295.56;103.96;167.605
20210720:1910;3.54;3.54;3.54;19.5;3.54;11.52
20210720:2010;0;0;0;0;0;0
20210720:2110;0;0;0;0;0;0
20210720:2210;0;0;0;0;0;0
20210720:2310;0;0;0;0;0;0
20210721:0010;0;0;0;0;0;0
20210721:0110;0;0;0;0;0;0
20210721:0210;0;0;0;0;0;0
20210721:0310;0;0;0;0;0;0
20210721:0410;0;0;0;0;0;0
20210721:0510;69.73;158.97;43.42;43.42;43.42;101.195
20210721:0610;264.6;450.31;134.46;73.22;73.22;261.765
20210721:0710;460.04;609.34;323.33;79.1;165.16;344.22
20210721:0810;597.51;675.47;492.42;82.21;357.73;378.84
20210721:0910;695.07;701.98;623.71;233.6;521.76;467.79
20210721:1010;750.31;688.84;713.13;396.05;645.26;542.445
20210721:1110;757.02;631.47;753.65;527.74;720.25;579.605
20210721:1210;723.89;538.01;753.76;622.27;753.73;580.14
20210721:1310;0;0;0;0;0;0
20210721:1410;543.77;245.43;646.53;717.09;717.29;481.26
20210721:1510;373.32;89.82;506.7;682.99;610.51;386.405
20210721:1610;180.83;75.82;340;624.28;476.86;350.05
20210721:1710;41.69;62.1;147.81;502.3;296.48;282.2
20210721:1810;40.68;40.68;40.68;277.94;100.14;159.31
20210721:1910;2.1;2.1;2.1;9.57;2.1;5.835
20210721:2010;0;0;0;0;0;0
20210721:2110;0;0;0;0;0;0
20210721:2210;0;0;0;0;0;0
20210721:2310;0;0;0;0;0;0
20210722:0010;0;0;0;0;0;0
20210722:0110;0;0;0;0;0;0
20210722:0210;0;0;0;0;0;0
20210722:0310;0;0;0;0;0;0
20210722:0410;0;0;0;0;0;0
20210722:0510;57.49;106.97;41.6;41.6;41.6;74.285
20210722:0610;232.43;379.7;130.84;83.08;83.08;231.39
20210722:0710;390.66;504.24;289.13;116.12;174.07;310.18
20210722:0810;579.53;654.05;478.64;86.18;349.57;370.115
20210722:0910;676.09;682.17;607.36;231.96;509.18;457.065
20210722:1010;575.32;538.18;552.97;376.7;513.17;457.44
20210722:1110;520.33;466.48;518.84;425.3;504.13;445.89
20210722:1210;582.85;469.68;602.01;519.46;601.93;494.57
20210722:1310;507.24;384.38;542.37;522.89;561.27;453.635
20210722:1410;449.66;285.12;510.69;553.71;554.32;419.415
20210722:1510;342.93;152.75;435.25;561.71;509.23;357.23
20210722:1610;188.58;113.4;310.87;535.48;417.95;324.44
20210722:1710;44.33;64.2;145.57;483.22;287.29;273.71
20210722:1810;36.39;36.39;36.39;303.3;103.34;169.845
20210722:1910;2.1;2.1;2.1;9.96;2.1;6.03
20210722:2010;0;0;0;0;0;0
20210722:2110;0;0;0;0;0;0
20210722:2210;0;0;0;0;0;0
20210722:2310;0;0;0;0;0;0
20210723:0010;0;0;0;0;0;0
20210723:0110;0;0;0;0;0;0
20210723:0210;0;0;0;0;0;0
20210723:0310;0;0;0;0;0;0
20210723:0410;0;0;0;0;0;0
20210723:0510;69.87;171;40.89;40.89;40.89;105.945
20210723:0610;267.42;460.72;131.76;68.78;68.78;264.75
20210723:0710;458.98;608.6;322.17;81.54;164.7;345.07
20210723:0810;615.43;696.76;504.46;72.51;362.2;384.635
20210723:0910;707.46;713.4;633.11;230.61;527.32;472.005
20210723:1010;752.16;688.23;714.36;393.52;645.32;540.875
20210723:1110;759.4;630.82;756.07;525.63;722.02;578.225
20210723:1210;724.13;535.29;754.37;619.95;754.16;577.62
20210723:1310;650.05;404.37;714.36;678.16;747.79;541.265
20210723:1410;522.67;243.89;618.52;682.77;684.38;463.33
20210723:1510;366.31;92.2;494.62;662.28;594.11;377.24
20210723:1610;179.12;80.17;332.58;605.76;464.5;342.965
20210723:1710;31.46;51.48;146.28;531.53;309.48;291.505
20210723:1810;37.6;37.6;37.6;284.84;99.22;161.22
20210723:1910;0;0;0;0;0;0
20210723:2010;0;0;0;0;0;0
20210723:2110;0;0;0;0;0;0
20210723:2210;0;0;0;0;0;0
20210723:2310;0;0;0;0;0;0
20210724:0010;0;0;0;0;0;0
20210724:0110;0;0;0;0;0;0
20210724:0210;0;0;0;0;0;0
20210724:0310;0;0;0;0;0;0
20210724:0410;0;0;0;0;0;0
20210724:0510;2;2;1.71;1.71;1.71;1.855
20210724:0610;46.86;46.86;46.86;43.53;43.53;45.195
20210724:0710;29.23;29.23;29.23;27.03;29.23;28.13
20210724:0810;60.94;60.94;60.94;60.94;60.94;60.94
20210724:0910;48.55;48.55;48.55;48.55;48.55;48.55
20210724:1010;61.53;61.53;61.53;61.53;61.53;61.53
20210724:1110;54.03;54.03;54.03;54.03;54.03;54.03
20210724:1210;120.98;120.98;120.98;120.98;120.98;120.98
20210724:1310;105.37;105.37;105.37;105.37;105.37;105.37
20210724:1410;143.37;143.37;143.37;143.37;143.37;143.37
20210724:1510;149.16;147.82;149.86;150.87;150.45;149.345
20210724:1610;41.28;38.31;41.28;41.28;41.28;39.795
20210724:1710;29.48;27.27;29.48;29.48;29.48;28.375
20210724:1810;7.7;7.7;7.7;8.49;8.49;8.095
20210724:1910;0;0;0;0;0;0
20210724:2010;0;0;0;0;0;0
20210724:2110;0;0;0;0;0;0
20210724:2210;0;0;0;0;0;0
20210724:2310;0;0;0;0;0;0
20210725:0010;0;0;0;0;0;0
20210725:0110;0;0;0;0;0;0
20210725:0210;0;0;0;0;0;0
20210725:0310;0;0;0;0;0;0
20210725:0410;0;0;0;0;0;0
20210725:0510;66.2;165.59;38.13;38.13;38.13;101.86
20210725:0610;283.45;504.01;126.29;53.23;53.23;278.62
20210725:0710;462.11;616.47;320.23;70.6;157.01;343.535
20210725:0810;614.28;695.82;501.82;67.53;358.03;381.675
20210725:0910;689.28;693.7;616.8;230.06;514.26;461.88
20210725:1010;459.8;438.14;447.19;351.29;424.93;394.715
20210725:1110;545.58;483.35;543.98;436.63;527.09;459.99
20210725:1210;717.23;528.95;748.17;611.42;747.77;570.185
20210725:1310;610.97;399;669.01;634.65;699.53;516.825
20210725:1410;391.73;289.05;430.83;457.77;459.12;373.41
20210725:1510;234.37;206.99;248.52;268.92;260.39;237.955
20210725:1610;28.47;26.31;28.47;28.47;28.47;27.39
20210725:1710;97.68;96.46;114.85;175.04;138.98;135.75
20210725:1810;30.42;30.42;30.42;343.05;108.62;186.735
20210725:1910;1.67;1.67;1.67;1.96;1.67;1.815
20210725:2010;0;0;0;0;0;0
20210725:2110;0;0;0;0;0;0
20210725:2210;0;0;0;0;0;0
20210725:2310;0;0;0;0;0;0
20210726:0010;0;0;0;0;0;0
20210726:0110;0;0;0;0;0;0
20210726:0210;0;0;0;0;0;0
20210726:0310;0;0;0;0;0;0
20210726:0410;0;0;0;0;0;0
20210726:0510;10.05;10.05;9.15;9.15;9.15;9.6
20210726:0610;109.16;129.07;96.24;85.14;85.14;107.105
20210726:0710;418.09;549.91;300.53;104.79;168.87;327.35
20210726:0810;336.2;358.66;306.78;205.88;271.7;282.27
20210726:0910;331.82;332.41;320.48;267.16;305.27;299.785
20210726:1010;208.69;208.37;208.5;207.14;208.18;207.755
20210726:1110;549.59;486.34;548;439.15;530.9;462.745
20210726:1210;514.19;433.9;528;468.11;527.79;451.005
20210726:1310;414.59;350.72;433.24;421.89;443.25;386.305
20210726:1410;451.34;286.29;512.74;554.03;556.62;420.16
20210726:1510;367.46;103.3;494.13;661.72;594.02;382.51
20210726:1610;131.49;121.53;134.77;141.3;137.79;131.415
20210726:1710;94.98;92.32;107.26;150.71;124.67;121.515
20210726:1810;41.88;41.88;41.88;145.67;68.61;93.775
20210726:1910;0;0;0;0;0;0
20210726:2010;0;0;0;0;0;0
20210726:2110;0;0;0;0;0;0
20210726:2210;0;0;0;0;0;0
20210726:2310;0;0;0;0;0;0
20210727:0010;0;0;0;0;0;0
20210727:0110;0;0;0;0;0;0
20210727:0210;0;0;0;0;0;0
20210727:0310;0;0;0;0;0;0
20210727:0410;0;0;0;0;0;0
20210727:0510;39.49;59.63;31.82;31.82;31.82;45.725
20210727:0610;102.69;119.74;91.59;81.43;81.43;100.585
20210727:0710;337.66;425.1;261.63;137.98;178.41;281.54
20210727:0810;511.46;570.74;430.81;136.73;331.2;353.735
20210727:0910;242.9;243.03;239.96;226.21;236.02;234.62
20210727:1010;325.29;318.57;321.48;292.79;314.75;305.68
20210727:1110;599.63;520.5;597.71;461.35;576.46;490.925
20210727:1210;486.87;419.54;498.5;448.03;498.29;433.785
20210727:1310;157.13;157.13;157.13;157.13;157.13;157.13
20210727:1410;90.12;90.12;90.12;90.12;90.12;90.12
20210727:1510;76.45;76.45;76.45;76.45;76.45;76.45
20210727:1610;74.03;69.02;74.03;74.03;74.03;71.525
20210727:1710;82.52;82.52;140.58;394.29;245.36;238.405
20210727:1810;31.29;31.29;31.29;329.27;104.79;180.28
20210727:1910;0.15;0.15;0.15;0.29;0.15;0.22
20210727:2010;0;0;0;0;0;0
20210727:2110;0;0;0;0;0;0
20210727:2210;0;0;0;0;0;0
20210727:2310;0;0;0;0;0;0
20210728:0010;0;0;0;0;0;0
20210728:0110;0;0;0;0;0;0
20210728:0210;0;0;0;0;0;0
20210728:0310;0;0;0;0;0;0
20210728:0410;0;0;0;0;0;0
20210728:0510;18.84;18.84;17.33;17.33;17.33;18.085
20210728:0610;91.32;101.21;84.86;76.79;76.79;89
20210728:0710;238.37;275.4;206.83;151;172.96;213.2
20210728:0810;471.13;520.56;403.87;162.77;321.6;341.665
20210728:0910;542.15;543.45;497.81;276.8;436.8;410.125
20210728:1010;404;389.51;395.9;334.15;381.52;361.83
20210728:1110;682.2;575.15;679.71;494.77;651.21;534.96
20210728:1210;185.88;185.88;185.88;185.88;185.88;185.88
20210728:1310;608.14;404.02;664.73;628.97;694.39;516.495
20210728:1410;481.76;276.03;557.22;606.31;610.7;441.17
20210728:1510;317.63;192.11;380.54;467.34;432.04;329.725
20210728:1610;46.7;43.38;46.7;46.7;46.7;45.04
20210728:1710;96.55;96.55;117.41;191.2;147.13;143.875
20210728:1810;32.14;32.14;32.14;303.33;98.54;167.735
20210728:1910;0;0;0;0;0;0
20210728:2010;0;0;0;0;0;0
20210728:2110;0;0;0;0;0;0
20210728:2210;0;0;0;0;0;0
20210728:2310;0;0;0;0;0;0
20210729:0010;0;0;0;0;0;0
20210729:0110;0;0;0;0;0;0
20210729:0210;0;0;0;0;0;0
20210729:0310;0;0;0;0;0;0
20210729:0410;0;0;0;0;0;0
20210729:0510;50.39;101.71;34.91;34.91;34.91;68.31
20210729:0610;84.77;91.88;80.11;72.98;72.98;82.43
20210729:0710;341.81;429.93;264.69;140.03;180.27;284.98
20210729:0810;463.24;510.36;398.73;169.13;320.09;339.745
20210729:0910;518.56;519.27;478.78;282.27;424.23;400.77
20210729:1010;412.91;397.28;404.31;338.32;388.97;367.8
20210729:1110;124.26;124.26;124.26;124.26;124.26;124.26
20210729:1210;712.17;528.52;742.62;607.03;741.93;567.775
20210729:1310;175.71;175.71;175.71;175.71;175.71;175.71
20210729:1410;417.22;291.63;464.34;494.92;498.1;393.275
20210729:1510;320.41;187.39;386.81;477.58;440.95;332.485
20210729:1610;163.18;146.14;178.84;209.7;193.27;177.92
20210729:1710;96.49;96.49;122.94;226.13;164.72;161.31
20210729:1810;37.09;37.09;37.09;81.07;49.56;59.08
20210729:1910;0;0;0;0;0;0
20210729:2010;0;0;0;0;0;0
20210729:2110;0;0;0;0;0;0
20210729:2210;0;0;0;0;0;0
20210729:2310;0;0;0;0;0;0
20210730:0010;0;0;0;0;0;0
20210730:0110;0;0;0;0;0;0
20210730:0210;0;0;0;0;0;0
20210730:0310;0;0;0;0;0;0
20210730:0410;0;0;0;0;0;0
20210730:0510;43.72;80.25;32.08;32.08;32.08;56.165
20210730:0610;264.08;464.07;123.07;60.57;60.57;262.32
20210730:0710;403.5;526.16;292.57;110.32;168.21;318.24
20210730:0810;603.59;680.65;493.52;74.62;353.58;377.635
20210730:0910;659.76;660.13;592.55;236.21;497.59;448.17
20210730:1010;666.31;609.03;635.44;382.27;579.11;495.65
20210730:1110;724.06;598.2;721.38;504.17;688.31;551.185
20210730:1210;312.76;300.33;314.94;305.48;314.88;302.905
20210730:1310;66.29;66.29;66.29;66.29;66.29;66.29
20210730:1410;397.39;287.52;438.85;465.44;468.61;376.48
20210730:1510;319.36;181.33;388.15;481.55;444.11;331.44
20210730:1610;143.5;131.32;150.37;163.89;156.7;147.605
20210730:1710;52.74;52.74;56.69;56.69;56.69;54.715
20210730:1810;38.48;38.48;38.48;135.85;63.24;87.165
20210730:1910;0;0;0;0;0;0
20210730:2010;0;0;0;0;0;0
20210730:2110;0;0;0;0;0;0
20210730:2210;0;0;0;0;0;0
20210730:2310;0;0;0;0;0;0
20210731:0010;0;0;0;0;0;0
20210731:0110;0;0;0;0;0;0
20210731:0210;0;0;0;0;0;0
20210731:0310;0;0;0;0;0;0
20210731:0410;0;0;0;0;0;0
20210731:0510;33.68;47.88;27.83;27.83;27.83;37.855
20210731:0610;143.85;196.88;108.79;89.39;89.39;143.135
20210731:0710;149.3;156.01;143.56;126.48;137.42;141.245
20210731:0810;387.27;418.25;344.44;195;292.75;306.625
20210731:0910;261.78;261.75;257.67;238.15;252.13;249.95
20210731:1010;280.2;276.94;278.46;265.09;275.34;271.015
20210731:1110;170.39;170.39;170.39;170.39;170.39;170.39
20210731:1210;651.35;499.2;676.74;563.5;676.06;531.35
20210731:1310;364.19;325.56;375.45;367.87;381.41;346.715
